datetime,source,text,title,url,website
2018-12-19 14:35:43,(记者 程婕),"昨天，余额宝向公众公布的数据显示，成立五年多以来，用户累计赚取收益1700亿，相当于平均每天就赚一个亿，用户称之为“国民小钱袋”。专家同时预测余额宝近期上升趋势显著，年底前也成为用户转入余额宝的黄金时期。 
 华中科技大学兼职教授、中国金融智库研究员余丰慧分析说，这是因为余额宝背后对接的多家货币基金们，主要投资于国债、央行票据、银行定期存单、同业存款等短期有价证券。“到年底银行等金融机构考核合拢，大家会通过提高收益率竞争同业存款等，因此货币基金收益率就会相应获益，余额宝在这个时点出现收益率回升是正常的”在余丰慧看来，按目前的上升势头，年底有很大概率余额宝收益率会重返3%。 
 近期的收益回升，加上随时可消费的现金管理特性，余额宝获用户“用钱投票”。此前基金公司的3季报显示，因为足够稳健安全，余额宝不再限额后，总规模稳步上升，已接近2万亿。",余额宝用户五年共赚收益1700亿,https://tech.china.com/article/20181219/20181219227678.html,中华网
2018-11-22 16:46:41,北京晨报,"作为阿里巴巴“新零售”标杆的盒马鲜生，因为“胡萝卜风波”陷入信誉危机。昨日，盒马CEO侯毅在社交媒体公开发布《致歉信》，并宣布将免去上海区总经理职务。侯毅称，“任何人做出有违‘客户第一’的行为，我们都将执行最严厉处罚，绝不手软。” 
 11月15日，有消费者在盒马鲜生大宁店挑选蔬菜时，发现一旁的工作人员正在更换胡萝卜外包装的日期标签，但新标签的日期却和原标签的日期并不一致。 
 经查看，被换下的胡萝卜标签日期分别是11月9日、11月10日、11月11日，被换上的新标签日期为11月15日，比原标签的日期最多晚了6天。该消费者随即向门店负责人反映，门店负责人表示，这是工作人员在工作流程上有违规操作，自行打印了标签。之后，该消费者向静安区市场监管局举报。 
 静安区市场监管局表示，已对该事件立案调查，对盒马所有产品的标签情况进行检查，进一步规范其经营行为，并要求当事人对所有库存产品进行安全自查，对后续现场可能产生的投诉举报安排专人进行处理。 
 据查，涉事的胡萝卜已累计销售107盒，库存剩余73盒。执法人员要求当事人下架封存门店所有自制标签的涉事产品，现场对涉事商品及封存情况进行了取证。 
 盒马CEO侯毅在昨日的《致歉信》中表示，这几天心情很沉重。“近期包括标签事件在内，我看到用户对我们不好的反馈在增加。我也是盒马用户，与大家感同身受。服务、品质是盒马的生命线，但我们没保持好对客户的敬畏之心，散漫了对客户第一的坚持!”侯毅表示，将痛定思痛。在此次标签事件中，盒马上海区总经理负有管理责任，被就地免职。侯毅同时表示，盒马已开始在所有门店开展自查，进一步完善操作标准，并招募消费者担任盒马的服务监察员。 
 盒马鲜生是阿里巴巴旗下的新零售业态，消费者可到店购买，也可在App下单，门店附近3公里范围内，可实现30分钟送货上门。今年以来，盒马鲜生在全国各地加速开店，到今年12月底，将在全国拥有过百家门店。(刘映花)",盒马鲜生上海总经理被免职,https://tech.china.com/article/20181122/20181122218728.html,中华网
2018-11-22 16:04:03,证券日报,"在进军线下的新零售征途上，瓜子二手车的速度越来越快。 
 据记者获悉，11月23日，瓜子在全国的第6家大型严选直卖店将在重庆渝北区九仟汇皮革城开业，营业面积高达3万平方米，可容纳车辆800余辆。 
 与传统二手车市场相比，瓜子二手车严选直卖店除了面积大，装修环境时尚新颖，二手车都是“严选车”外，还有哪些不同?对此，瓜子二手车严选直卖店重庆店店长介绍，3万平方米的瓜子二手车严选直卖店内，不仅有展示区，还有交易区、整备区、复检区、过户区，为用户提供交易、金融、深度检测、全车整备、过户等二手车一站式服务。最值得一提的是，和传统二手车商人工定价不同，严选车不仅没有中间商赚差价，且定价是瓜子二手车基于海量交易数据积累起涵盖近700万车辆信息与3亿车主和潜在买家的基因库，综合车辆2000多个维度数据推出的智能化定价“瓜子价”，最大程度力争做到客观。 
 数据显示，截至2017年年底，重庆以371万辆的汽车保有量位居全国第三。随着汽车置换周期临近，重庆二手车市场面临井喷。在业界看来，瓜子二手车严选直卖店这一新零售模式，将带动重庆整体二手车市场服务升级，为树立二手车形象、推动行业发展起到积极作用。 
 在瓜子二手车紧锣密鼓开店的同时，与瓜子同属车好多集团的毛豆新车也是不甘落后。 
 据悉，毛豆新车计划在福建省8个城市设立19家门店。截至目前，毛豆新车在福建省福州、莆田、龙岩、泉州、厦门、漳州6个城市已经开设了10家门店。在毛豆新车店里，用户可实现在毛豆新车官网、APP线上选车、下单，线下咨询服务、金融方案敲定等一站式用车服务体验。 
 毛豆新车负责人张小沛表示，随着线上和线下服务一体化程度的加深，毛豆新车不仅能够进一步刺激和拉动更多三四线城市的用户需求，也进一步助力主机厂商进行下沉，拓展更广阔的汽车消费市场。 
 2018年第三季度，我国新车消费增速同比下跌明显，市场陷入疲态。不过，毛豆新车最新公布的成交量数据显示，三季度成交量逆势大涨，环比增幅甚至高达52%。分析人士指出，毛豆新车之所以能逆势增长，离不开其创新的低门槛优势和强大的渠道下沉能力，以及线上线下打通、更懂用户的新零售优势。 
 数据显示，从今年下半年开始，毛豆新车开始大力建设遍布全国的线下直营店，年内将建成300家左右，其中有53.6%的门店分布在三线及以下城市，这使得毛豆的渠道下沉能力得到进一步增强。值得一提的是，在一二线城市汽车保有量日趋饱和、三线及以下城市开始成为汽车消费主战场的大背景下，毛豆布局的直营店还为主机厂商提供了低成本、轻资产的渠道下沉方式，并让主机厂商与潜在消费人群的接触更加密切。",瓜子与毛豆争先开店 三线及以下城市称目标,https://tech.china.com/article/20181122/20181122218683.html,中华网
2018-11-23 13:58:29,新浪美股,"北京时间23日下午彭博报道 知情人士称，就拟议的美国首次公开募股(IPO)，腾讯音乐娱乐集团暂时计划于12月4日开始接受投资者认购。 
 上述因信息未公开而要求匿名的人士称，该公司计划于12月12日在纽约挂牌上市。 
 据悉，IPO时间尚未最终确定，可能会根据市况而改变。 
 腾讯音乐在电邮声明中对此不予置评。 
 知情人士10月份曾透露，腾讯音乐暂停了美国IPO计划。此前腾讯音乐提交美国IPO申请，融资规模或为10亿美元。",腾讯音乐被曝或12月初启动IPO ,https://tech.china.com/article/20181123/20181123219075.html,中华网
2018-11-22 16:25:23,北京青年报,"广州中院的二审判决书 
 网络知名游戏主播江海涛以“嗨氏”的网名，活跃于虎牙直播平台，因为经常直播热门游戏《王者荣耀》吸引了不少人气。2017年8月，虎牙直播发布江海涛违约声明，称江海涛于2016年和虎牙签署了独家合作协议，在未与虎牙直播沟通的情况下，单方面宣布离开虎牙，并在其他平台进行了直播，构成单方面违约。 
 近日，该案在广州中级人民法院二审宣判，判决确认江海涛需向虎牙公司支付违约金4900万元，并承担案件受理费等40余万元。 
 事件 
 主播跳槽被判赔巨额违约金 
 北京青年报记者从广州中级人民法院获悉，网络游戏主播“嗨氏”与虎牙直播网络服务合同纠纷案已作出二审判决。 
 “嗨氏”，原名江海涛，曾是虎牙直播平台的知名游戏主播，因为经常直播游戏《王者荣耀》，被不少网友称为“王者荣耀一哥”，在虎牙直播平台上人气很高，长期排名虎牙收入榜前列。但2017年8月，虎牙直播官方微博发布了一则关于江海涛的违约声明，令人们发现了直播平台和主播间的“裂痕”。 
 虎牙直播在声明中称，2016年10月，江海涛与虎牙直播签订了独家合作协议，合同期至2018年1月31日，双方约定，虎牙直播作为江海涛唯一直播平台，并称江海涛是在虎牙直播平台逐步成为“行业知名主播”。 
 2017年8月27日，江海涛在未与虎牙直播沟通的情况下，单方面宣布离开虎牙直播并在其他平台进行直播。“该行为已严重违反双方合作协议，构成单方面违约”。此后，虎牙直播将江海涛诉至法院。 
 近日，广州中级人民法院对该案作出二审判决。北青报记者获取的二审判决书显示，一审法院认定江海涛违约成立，并认为其违约行为恶意明显，判决江海涛向虎牙公司支付违约金4900万元及案件受理费等费用。一审判决后，江海涛不服判决，向广州中级人民法院提起上诉。 
 江海涛方面在二审提交证据，试图证明其离开虎牙直播平台是因遭受虎牙直播平台其他知名主播的围攻、谩骂甚至人身安全威胁，以及虎牙公司的打压导致无法正常直播。江海涛还提交证据试图证明虎牙直播所主张的损失与实际不符等。 
 广州中级人民法院认为，一审法院审理程序并无不当，并认定江海涛2016年10月至2017年8月在虎牙公司平台直播，于这段不足一年的时间里，江海涛的收益达1118万余元，并驳回了江海涛提出的违约金4900万元数额过高的诉求。 
 最终，广州中级人民法院驳回了江海涛的上诉，维持原判，赔偿虎牙直播违约金4900万元，并承担二审案件受理费等各项费用40余万元。 
 疑问 
 违约金为何高达4900万元？ 
 此案中违约金高达4900万，如此大的数额也引起了公众关注，违约金为何会如此之高? 
 广州中院二审判决书显示，这个违约金数额主要是根据虎牙直播和江海涛签订的合同得出的。 
 根据一审法院查明的事实，2017年1月，虎牙公司(甲方)、江海涛(乙方)与关谷公司(丙方)签订了《虎牙主播服务合作协议(预付)》。该协议约定，乙方承诺在合作期间内，不得在与甲方存在或可能存在竞争关系的现有及未来的网络直播平台及移动端应用程序(包括但不限于斗鱼直播等平台)以任何形式进行或参与直播，包括任职、兼职、挂职或免费直播;不得承接竞争平台的商业活动。如果乙方没有甲方同意擅自终止或违反约定，在甲方以外的其他网络平台进行直播及解说，则构成重大违约，甲方有权收回乙方在甲方平台已经获得的所有收益，并要求乙方赔偿2400万元人民币或乙方在甲方平台已经获取的所有收益的5倍(以较高者为准)作为违约金，并赔偿由此给甲方造成的全部损失。 
 解读 
 5倍违约金是否合理？ 
 那么，江海涛与虎牙公司协议中的5倍违约金是否合理呢? 
 北京中闻律师事务所律师赵虎认为，违约金能约定多少倍，这方面法律没有规定，具体的违约金数额主要是由签约双方来定，法院是不管的。 
 判决书显示，一审法院查明，2017年6月8日，虎牙公司、江海涛签订了《高能少年团》合作之补充协议书，双方确认，为提高江海涛知名度，虎牙公司花费巨资推荐江海涛参加浙江卫视举办的大型综艺节目，虎牙公司已与节目组签约，并要求了节目组给予江海涛相关的资源和待遇。本次活动推广共计投入不低于人民币600万元。双方确认将该等投入确认为江海涛依据原协议合作取得的收益。 
 在具体的违约金数额上，江海涛认可实际收到收益金额为518万余元，此外，双方按照《高能少年团》合作之补充协议书，将600万元投入确认为江海涛依据协议合作取得的收益，江海涛合作收益共计1118万余元，因此，违约金为江海涛在虎牙直播平台获取的收益的5倍，即5593万余元。 
 判决书显示，虎牙公司的损失经评估为1.17亿余元，他们并未要求江海涛支付5593万元违约金，而是要求支付4900万元。 
 一审宣判之后，江海涛认为服务协议约定的违约金计算方法计算的违约金过高，但他二审时并没有提交有效的理据论证4900万元违约金过高，广州中院将该条上诉理由驳回。广州中院在判决中指出，“虎牙公司仅主张4900万元，是对自己权利的自由处分，且已证明约定的合理性，理据充分，未损害对方当事人的利益，应予支持。” 
 此外，根据判决书，在案件庭审的时候，江海涛本人并没有到庭审现场，也没有提供证据。法院认为，江海涛经法院传唤，本人拒不到庭就有关事实陈述，且未提供证据，致使对案件违约金有重要参考作用的事实无法查明，法院认为应由江海涛承担不利后果。 
 对此，赵虎表示，根据合同法的规定，发生纠纷后，如果认为约定的违约金过分高于造成的损失的，当事人可以请求法院予以适当减少。但是这需要举证证明，“比如在新的平台挣了多少钱、证明没给原来的平台造成那么多损失，这些证据对最后违约金的数额都能起到很重要的参考作用”。 
 虎牙直播的公关21日告诉北青报记者，针对江海涛的案件，法院已经作出了判决，一切以判决书为准。针对4900万元的违约金的金额以及偿还能力等问题，江海涛的代理律师邓勇告诉北青报记者，他需要联系江海涛，获得授权后方能回应，但截至北青报记者发稿时，邓勇尚未给出任何回应。 
 调查 
 网络主播违约跳槽纠纷案频发 
 法院在判决书中称，国内直播平台竞争激烈，诱使竞争平台的主播在合同期内违约，争夺流量与用户，为广大游戏参与者树立了不良榜样，结合主播的收入情况，原告的投入及损失情况，非相对较高的违约金不足以制止违约行为。 
 法院表示，江海涛曾辩称为成为顶级主播，其个人付出了巨大的努力。法院在判决书中认可其付出的努力，但认为其成为知名主播后，虎牙公司已向其支付大额报酬，“对于个人成功，除努力外，更为重要的是诚信。个人在成名中努力不能成为其违约、违背诚实信用的借口及抗辩意见，并且江海涛在广大青少年中有一定的影响力和知名度，更应洁身自好，诚信做人”。 
 北青报记者注意到，近年来，网络主播“跳槽”引发违约诉讼的案件屡见不鲜。今年2月，斗鱼直播平台发布针对网名“蛇哥Colin”的游戏主播违约及侵权的法律声明，认为其有擅自到其他平台进行直播等违约和侵害商誉的行为。斗鱼直播平台称，他们向法院提起诉讼，要求其赔偿4000万元。 
 今年9月，虎牙直播发布公告称，网名“虎牙雷藏”的游戏主播因在其合同有效期间，“公然宣布跳槽第三方直播平台进行直播，违反双方协议，构成单方面违约”。虎牙直播称，将通过法律手段追究其不低于1000万元的违约责任。（记者 屈畅李铁柱 实习生 施世泉）",虎牙知名主播违约跳槽被判赔4900万,https://tech.china.com/article/20181122/20181122218708.html,中华网
2018-11-22 15:11:40,第一财经,"针对日前“ofo部分城市办公室现‘人去楼空’”的报道，ofo小黄车官方微博今天发布声明称，ofo已向相关部门提交证据，并将协助司法部门彻查到底。ofo称，目前在各个城市均保持正常的业务运营，从未、也绝不会放弃地方城市市场。 
 近几个月来，ofo频传负面消息，小黄车正面临前所未有的艰难时刻。此前有媒体报道，知情人士获悉，目前已有一家大型券商中介机构入场做ofo破产重组的方案。报道指出，一份约半年前的ofo负债表显示，ofo整体负债为64.96亿元，其中，用户押金为36.50亿元，供应链为10.20亿元。 
 ofo小黄车官方微博发布声明对此回应称，“ofo开始准备破产重组方案”报道不实，有关破产重组的传言是无稽之谈，ofo目前仍在保持独立运营。",ofo回应“部分城市办公室人去楼空” ：不放弃地方市场,https://tech.china.com/article/20181122/20181122218623.html,中华网
2018-11-22 16:20:52,金融界网站,"今日据海淀法院网发布的消息，“抖音短视频”运营商北京微播视界科技有限公司以侵犯名誉权为由，将“头条新闻”、“新浪财经”等微博账户运营商北京新浪互联信息服务有限公司及发布平台北京微梦创科网络技术有限公司诉至法院。 
 原告微播视界公司诉称，“头条新闻”、“新浪财经”、“新浪体育”等账户在微博平台上持续发布 “情侣为拍抖音 拿3个八万麻将牌买车!遭销售人员围殴”的内容。 
 原告称，该消息毫无事实依据，且警方已就该事件作出澄清，表示此事件系“一对母子在武汉国际会展中心某车辆经销商展位办理定金退还手续时，因还款方式未达成一致与展位工作人员发生争执引起肢体冲突。” 
 原告认为，警方已做澄清情况下，新浪互联运营的微博账户仍然将针对此事的不实谣言持续传播，且新浪微博平台上依旧充斥了大量相同的不实谣言，带有明显的主观恶意，引发网友对“抖音短视频”产生负面评价，导致其名誉贬损、社会评价降低，侵犯“抖音短视频”的名誉权。 
 海淀法院已经受理此案，案件正在进一步调查中。",抖音短视频起诉新浪微博 称“麻将牌买车”侵犯名誉权,https://tech.china.com/article/20181122/20181122218706.html,中华网
2018-11-23 14:40:58,资本实验室,"近期，FAANG(Facebook、亚马逊、苹果、Netflix、谷歌)等科技巨头股价都出现了不同程度的下跌，而美国科技股整体的持续大跌，更是引发了全球股市振荡。 
 
 其中，亚马逊在今年9月初达曾达到1万亿美元市值，是全球股市中继中石油、苹果之后第三支市值站上万亿美元的公司。但之后不久，公司股价就开始不断下滑，目前公司市值不到7500亿美元，已蒸发掉2500亿美元。 
 
 今年早些时候，除了Facebook，上述主要科技公司的股价表现异常出色，股价在前三季度中一直处于高位，投资者情绪高涨。但自10月份以来，这些科技股持续走低，上半年的涨幅在最近几乎全部被抹去。 
 自10月3日以来，FANNG五家公司共损失了近万亿美元市值。如此的大幅下跌不仅对美国整体经济，甚至对全球投资者都产生了重大影响，毕竟在全球，这些公司股票都是众多机构投资者和个人投资者的重仓股。 
 前期价值高估、美中贸易关系紧张、用户隐私问题和负面媒体报道都是导致科技股下跌的重要原因。 
 美中贸易关系紧张 
 近几年，美中贸易关系的紧张状况，不断增加了投资者的不安情绪。而特朗普的“美国第一”政策也可能导致其他经济体，特别是欧盟国家提高对这些科技公司的税率。 
 “由于特朗普总统的国际商业保护性民族主义之战，所有其他大型经济体都坚持要求科技巨头支付其应得的税款，”肯特大学金融学教授Radu Tunaru表示，“因此，科技公司股东正在关注未来收入的减少以及这些公司因过去行为可能遭受到的巨额罚款。” 
 特朗普的减税政策 
 特朗普政府将公司税率降至21%，并说服包括苹果在内的公司以15.5%的较低税率汇回数十亿海外现金。而这笔交易可能会误导投资者。 
 穆迪公司的David Gonzales表示，“这些资金可以在八年内支付，按照调整后的时间表，将负债的45%转移到过去两年。虽然公司可以选择一次性支付，但“几乎所有”公司(包括大幅度承担最大纳税义务的苹果公司)都选择了8年的还款计划，因为没有与责任相关的利益。” 
 “我们迄今已披露的审查表明，与未汇总的海外收入相关的税务负债可能会对未来几年的经营现金流量产生重大影响，”Gonzales表示：“投资者应仔细审查所得税的披露，因为财务报表附注可能不包含公司所得税问题的所有部分。” 
 Facebook的忧虑 
 数据隐私事件与公司丑闻持续影响着Facebook，并让其深陷泥沼。 
 据最新的一项调研发现，越来越多的美国人对社交媒体感到反感，并希望大型社交媒体公司受到监管。 
 
 另一方面，Facebook正在失去对最年轻的用户的吸引力。据皮尤研究中心的一项报告显示，越来越多的美国青少年(13-17岁)正在抛弃Facebook，转而投向Snapchat和YouTube等平台。研究发现，51%的美国青少年仍在使用Facebook，但与三年前的71%相比已大幅下降。 
 苹果销量神话不在 
 自三季度财报发布后，苹果手机销量近乎零增长等业绩数据让华尔街和投资者大失所望，且公司未来将不再披露产品销量数据，引发投资者质疑，并导致股价大跌。 
 
 自10月26日发布以来，iPhone XR的销量同样令人失望。近日，曝出苹果公司已经通知富士康与和硕两家代工厂，暂停扩大iPhone XR生产规模。这也导致苹果股价下跌了近4%。 
 据外媒报道，富士康最初安排近60条生产线生产iPhone XR，但大约只开通了45条生产线。这意味着富士康每天生产的iPhone XR减少了约10万部，比最初的预期低了20 -25%。 
 冰冻三尺，非一日之寒。一方面，我们可以看到科技公司挟裹移动互联网的红利而实现的快速爆发与大规模增长;但另一方面，在数字化、网络化催生的业绩背后，掩藏的问题又带来了不可忽视的脆弱性。 
 总体来看，科技股的大幅下跌从本质上正是多年累积问题的总爆发，又恰逢外部大环境的不利变化，给股价又加了一层下拉的套索。如何走出低谷?恐怕短期也并非易事。（李鑫）",苹果、Facebook等科技巨头股价为何不断下跌？,https://tech.china.com/article/20181123/20181123219111.html,中华网
2018-11-23 15:46:49,新浪科技,"11月23日下午消息，ofo今日在App里发布通知称，ofo 99元押金用户一键升级成为ppmoney的新用户后，可实现永久免押金骑行。 
 据ofo App活动详情介绍称，ofo 99元押金用户一键升级成为ppmoney的新用户后，即认可并同意将ofo 99元押金成功升级变为ppmoney的100元特定资产。升级成功后，特定资产默认出借ppmoney新手福利项目，该项目历史年化利率8%+8%，锁定期为30天，锁定期满后用户可申请退出，并在退出成功后可获取相应本息。 
 ofo方面确认，收到该活动邀请的用户，可自主决定是否参与此活动。参与后则可实现永久免押金骑行。 
 今年6月，ofo取消了与芝麻信用合作的信用免押金政策，ofo方面当时回应称，这并不是意味着变向取消免押金服务，是在尝试建立自己的信用体系。(张俊)",ofo押金新政策：投资理财项目后可免押金,https://tech.china.com/article/20181123/20181123219173.html,中华网
2018-11-22 16:40:55,北京青年报,"继今年8月导演毕志飞因认为自己的电影《纯洁心灵：逐梦演艺圈》在豆瓣网上遭到大量恶意差评而对豆瓣网提起诉讼之后，不久前豆瓣网又一次成为被告——爱奇艺因自制综艺节目《奇妙的食光》在正式上线前遭豆瓣用户在网上发文诋毁，便以名誉权纠纷为由，将豆瓣网的运营主体北京豆网科技有限公司诉至法院。 
 据悉，此次事件是由于今年9月在爱奇艺大型综艺节目《奇妙的食光》正式上线开播前，有网友在豆瓣网上发布了数篇文章，称该节目录制期间发生了节目组员工殴打女粉丝的情况。爱奇艺方面认为，这些文章及个中言论存在不实内容，对其名誉权造成损害，并给节目的声誉带来严重的负面影响，因此起诉豆瓣，要求删除侵权文章并公开道歉、公开上述网友的身份信息及赔偿相关经济损失。 
 网友发布的文章究竟是否属于污蔑中伤?爱奇艺又是否有权利要求豆瓣提供网友的身份信息?由于目前该案件还在审理过程中，一时无法置评。但由此引发的另一场争端却引发人们的议论和思考：就在爱奇艺对豆瓣发起诉讼一事被公之于众的第二天，众多豆瓣用户出于对网站的热爱和维护，纷纷涌入《奇妙的食光》页面打出一星差评，使得该节目的总评分迅速从原来的7.8分跌至7.0分。评论中也不乏对爱奇艺的指责之语，甚至有人表示“明年不订爱奇艺的会员了”。 
 近年来随着影视市场的蓬勃发展，原本属于小部分文艺青年进行艺术交流的豆瓣网也越来越走向大众，影视评分渐渐成为其最主要的功能。很多观众在观看影视剧之前都已习惯于先上豆瓣看评分，以此作为自己的选择依据。据相关数据，现在豆瓣的月度覆盖用户量已超1亿，其评分高低也对影视剧的票房和收视率发挥着越来越大的影响力。 
 对于这样一个网站来说，公信力就是它的生存基础所在。正因意识到这一点，豆瓣这些年一直在不断完善反水军刷分的机制，采取各种措施来确保评分的客观和公正性。即如此次网友针对《奇妙的食光》打差评拉分的情况发生后，豆瓣也在第一时间便发声明回应称：“豆瓣评分的主旨是尽力还原普通观影大众对一部电影/电视剧的平均看法，请不要用评分来表达对非作品本身的看法。所有非正常评分都会排除在外，我们会尽力保证所有条目评分正常。” 
 如此旗帜鲜明，可以看出豆瓣维护自身形象的苦心。那些本意是想要支持它的网友们可能没想到，自己这种意气用事、打感情分的做法其实反而是在伤害豆瓣，是在动摇它赖以生存壮大的基石。毫无疑问，每个人都有权利表达自己的意见和观点，包括对某个艺术作品、公司或艺人做出批评，但是别忘了，自由越大，责任也就越大。如果丝毫不考虑为自己的言论负责，而是将之滥用于情绪宣泄或恶意攻击，那对这种权利乃至个人信誉而言，何尝不是一种践踏和贬损呢?",因《奇妙的食光》遭其用户诋毁 爱奇艺起诉豆瓣侵犯名誉权 ,https://tech.china.com/article/20181122/20181122218725.html,中华网
